intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02001270,31,35,37,26,42,32,45,18,25,22,14,37,20,21,24,29,28,21,17,11,17,26,25,18,15,37,38,15,31,32,20,36,32,34,56,39,22,32,39,34,37,18,28,26,31,32,24,34,29,32,39,26,31,39,34,38,36,34,32,17,27,28,35,28,27,23,28,30,23,23,20,12,26,12,16,8,10,6,13,10,10,5,8,8,8,6,5,2,2,5,7,33,26,27,46,35,30,34,30,24,32,32,18,22,29,21,22,24,21,21,13,8,26,16,21,23,38,33,58,54,37,35,30,53,29,40,30,41,35,27,46,21,16,26,30,20,28,36,31,39,43,39,45,44,37,40,25,34,25,32,36,42,28,43,37,20,25,31,30,20,24,17,25,17,12,18,24,15,16,16,9,8,18,15,18,4,9,13,10,5,6,14
S02001271,34,16,23,29,21,20,18,21,44,16,22,29,20,20,29,19,19,22,18,22,16,25,21,23,17,33,56,50,31,28,30,36,39,27,33,28,48,17,37,20,20,26,33,19,23,16,34,30,20,16,26,40,31,36,32,33,53,34,33,38,33,39,34,33,41,28,31,27,24,27,29,39,24,11,13,12,15,14,15,10,10,15,11,13,3,10,11,10,4,8,10,19,30,25,23,29,25,31,17,16,32,16,23,13,23,27,27,28,25,9,19,11,16,19,14,15,40,33,43,42,38,37,26,36,39,26,40,42,26,45,19,23,21,42,24,23,32,36,39,27,25,27,29,38,31,40,43,39,27,48,39,40,46,40,45,35,35,31,45,29,34,30,39,22,20,26,26,26,23,21,22,30,22,26,20,21,16,24,13,13,6,26
S02001272,16,19,17,24,19,24,27,20,27,20,29,19,21,24,16,15,24,19,24,11,15,16,28,16,15,12,37,37,9,21,17,29,26,20,24,24,18,20,20,22,21,18,16,23,18,17,21,28,23,33,18,13,13,32,19,25,28,20,12,30,20,21,15,20,18,13,15,14,23,23,23,18,11,12,12,10,10,6,9,10,8,8,9,11,6,5,2,2,4,1,8,18,23,14,20,20,17,21,19,17,12,25,25,30,21,22,24,19,29,21,14,24,20,7,13,12,17,28,16,22,25,26,18,23,26,30,28,28,19,27,21,18,22,29,25,14,19,21,25,27,31,26,27,18,26,25,22,16,28,17,20,29,23,20,31,29,20,12,13,27,28,14,33,10,12,7,12,16,13,17,14,12,5,8,7,11,12,10,6,5,8,13
S02001273,33,40,34,39,36,43,49,46,33,35,42,40,36,23,40,28,29,46,29,15,18,27,34,23,37,38,48,47,39,39,25,35,29,40,34,29,23,27,30,33,29,27,34,29,39,31,25,45,29,40,25,37,29,42,24,21,25,27,29,49,37,37,37,34,33,33,29,16,25,29,29,14,10,15,15,10,14,10,13,4,6,4,7,7,11,5,4,1,2,3,4,30,27,40,40,40,45,62,32,38,45,43,35,28,32,27,39,41,37,28,22,15,25,26,25,21,36,49,44,42,42,44,42,49,44,45,59,36,40,32,36,34,34,55,37,36,42,27,45,55,48,30,38,53,43,39,42,34,31,49,33,25,41,33,28,33,37,38,26,34,19,26,32,20,19,19,17,15,13,13,6,14,12,12,11,5,5,5,1,4,2,6
S02001274,31,39,42,40,34,45,43,37,36,48,33,25,35,45,27,30,34,31,35,31,21,17,31,27,29,40,57,44,44,19,34,42,45,18,33,41,19,37,31,40,29,32,17,21,33,21,28,34,24,33,28,36,30,36,26,32,24,26,29,34,39,26,23,15,31,27,23,25,15,21,27,19,12,18,13,11,12,13,11,12,4,7,8,5,3,5,3,5,2,0,9,22,31,43,29,27,33,30,21,31,43,46,26,41,20,17,18,16,25,27,22,17,29,35,24,21,27,39,35,65,28,41,29,44,32,22,63,38,38,43,25,21,37,32,36,43,35,35,32,35,30,38,34,42,37,32,38,39,29,39,33,30,25,34,24,28,19,22,25,17,33,31,26,16,17,19,6,14,10,17,8,9,7,4,5,7,6,4,12,6,3,18
S02001275,33,35,40,41,24,45,48,65,44,51,43,56,58,37,29,34,26,31,24,20,17,27,18,14,21,28,49,40,54,38,33,41,30,41,32,40,31,47,35,56,37,58,44,44,48,45,52,47,46,46,39,48,25,38,36,43,47,43,43,37,36,35,29,30,28,21,23,25,19,28,20,27,21,11,17,16,13,12,17,7,8,11,10,9,10,2,5,5,4,2,9,34,31,32,37,38,34,27,37,37,48,31,40,29,31,43,40,34,38,26,16,15,20,21,25,30,41,43,43,38,46,35,32,36,35,33,44,39,45,52,60,66,48,55,48,55,39,37,37,39,39,38,50,55,50,45,41,36,36,35,35,43,43,26,29,19,30,23,27,17,22,17,39,19,13,15,13,17,10,22,15,11,14,11,13,10,10,11,8,5,8,18
S02001276,44,42,34,34,27,23,23,27,21,29,26,14,18,12,15,14,18,7,13,8,10,13,21,17,25,25,41,60,41,30,58,45,53,50,44,48,59,34,40,37,36,34,34,30,28,29,9,24,27,19,27,27,24,37,14,30,21,20,30,19,25,25,25,22,22,12,18,24,21,18,29,19,13,8,14,14,21,7,10,13,11,11,11,14,4,6,5,0,5,2,8,35,36,30,26,20,15,21,20,18,14,18,10,10,5,19,10,14,9,7,12,15,20,21,29,31,49,59,54,60,63,33,42,34,54,63,37,44,38,35,26,17,21,20,16,22,18,27,32,28,34,26,13,20,26,24,27,27,23,19,26,19,26,16,18,32,16,20,22,19,21,25,23,19,8,16,16,14,11,12,16,8,17,18,7,7,9,13,4,4,3,8
S02001277,42,26,26,36,27,33,31,26,17,24,30,10,18,25,23,24,24,16,19,18,19,16,24,21,22,38,46,43,52,47,60,42,48,42,44,49,49,31,41,35,37,24,28,38,25,25,26,36,45,30,43,35,43,32,41,36,33,42,28,30,28,36,23,20,33,32,26,15,38,39,24,30,26,18,16,23,19,18,20,17,30,15,19,11,12,11,11,7,1,1,15,39,40,28,31,40,29,20,41,24,26,27,21,18,20,16,20,19,20,15,14,14,35,26,22,21,31,35,49,45,37,46,43,54,62,53,55,37,49,39,25,32,28,29,37,30,42,42,44,46,30,37,43,31,43,40,32,42,33,32,27,40,20,31,38,39,24,27,28,26,23,38,44,26,32,27,23,31,26,28,14,13,17,26,20,18,8,14,9,11,4,14
S02001278,28,28,26,25,25,20,20,31,26,32,23,28,24,26,20,21,20,24,21,21,25,23,27,20,20,19,45,45,35,32,26,38,34,40,36,49,34,45,32,42,30,27,20,39,28,47,22,27,29,23,52,34,43,31,48,46,30,28,32,29,22,33,28,34,33,34,33,32,39,39,41,49,33,15,29,37,30,30,26,25,15,12,9,16,13,10,9,6,4,3,14,22,20,19,20,26,27,31,27,32,33,29,31,21,15,23,21,24,17,15,10,24,18,28,26,25,43,49,31,34,23,31,26,40,37,29,49,36,30,32,28,25,20,24,22,41,25,39,36,33,31,53,38,55,38,43,32,34,48,36,30,27,24,30,29,33,37,40,36,38,44,48,40,42,45,37,37,31,36,26,25,22,14,18,20,17,13,8,11,8,7,29
S02001279,13,13,13,9,14,13,19,17,24,11,24,12,16,16,15,18,18,15,14,8,9,10,17,10,30,39,30,39,44,27,35,18,43,37,35,18,26,37,32,22,31,24,24,37,19,19,28,15,20,37,20,21,36,33,28,25,30,32,34,31,28,29,27,31,26,23,28,18,21,23,31,28,17,20,17,11,6,16,12,7,13,14,9,11,11,7,8,9,5,2,21,16,22,24,9,16,18,22,10,16,21,19,13,12,16,19,11,9,20,7,22,8,16,22,23,24,20,39,44,30,35,30,25,38,26,22,29,36,39,34,26,28,19,26,16,20,18,25,21,23,31,33,26,26,27,37,23,37,41,33,33,28,30,28,29,22,29,32,27,28,21,26,24,18,18,16,17,14,18,19,21,23,17,14,12,9,14,20,9,12,7,45
S02001280,23,26,30,27,22,25,25,26,23,29,27,13,22,10,15,15,23,30,13,11,13,26,18,11,24,31,46,38,33,50,24,31,29,38,38,34,38,38,25,24,39,16,31,24,29,22,25,38,27,42,29,34,24,25,30,38,28,26,32,37,44,34,30,40,36,33,27,24,27,27,28,16,24,12,10,15,11,5,13,7,11,2,6,7,4,4,4,2,5,2,3,16,21,28,19,24,17,20,21,21,13,26,29,19,17,13,16,21,13,15,14,15,25,18,27,23,21,27,33,42,38,38,27,35,44,30,42,45,26,35,27,43,23,29,21,19,37,37,41,28,29,31,41,35,43,33,31,29,44,27,43,43,40,37,34,30,22,38,31,32,26,25,26,19,19,12,13,14,17,13,9,15,8,4,7,17,9,7,4,5,8,13
S02001281,18,28,20,28,21,25,18,22,25,29,24,24,22,29,32,28,35,20,21,18,15,32,16,28,29,32,41,36,44,29,39,24,23,30,33,18,36,37,20,27,32,44,44,17,23,37,23,35,21,34,28,36,26,41,41,37,27,35,30,34,35,35,43,30,55,43,35,32,46,36,37,43,32,10,28,18,14,6,10,16,20,10,16,6,6,8,3,4,3,5,15,15,14,12,23,21,29,28,27,18,24,22,34,21,18,15,23,20,22,14,12,11,21,12,20,25,24,43,21,24,36,30,23,37,43,27,22,34,47,33,32,30,24,24,30,33,21,31,26,29,37,33,37,35,38,44,47,39,30,43,38,57,38,45,34,38,40,38,31,33,36,48,46,22,34,17,18,18,17,12,19,18,12,11,9,10,7,9,4,8,9,28
S02001282,16,14,25,14,18,22,26,16,19,15,19,16,10,14,18,7,19,21,8,5,13,19,5,10,23,23,34,31,30,31,25,48,27,31,20,32,19,18,28,19,14,13,22,16,11,16,23,21,22,21,20,26,19,26,19,18,23,20,23,25,19,17,21,31,21,34,20,29,21,25,30,32,28,21,14,18,16,17,15,12,11,13,10,8,4,4,2,1,3,3,16,22,12,17,16,13,28,8,11,11,19,19,18,12,15,24,15,16,16,12,6,12,20,13,18,29,19,32,23,25,16,20,28,31,25,30,21,26,36,21,23,25,20,17,19,13,21,18,16,16,25,26,19,36,27,37,21,21,39,21,38,21,37,23,35,30,16,29,23,28,42,39,37,25,27,10,17,27,12,16,13,18,12,9,12,8,10,6,3,9,7,14
S02001283,15,14,11,12,17,16,12,11,7,13,17,12,12,16,8,7,8,6,5,6,7,8,9,13,18,14,18,25,23,25,28,24,23,25,17,12,28,21,10,15,15,20,16,19,13,15,18,22,16,15,24,17,24,20,25,28,20,12,20,11,17,28,20,13,19,19,15,19,16,12,19,13,13,11,17,16,12,16,12,9,14,11,10,13,4,5,4,0,3,3,0,15,8,13,9,5,8,10,9,14,12,12,7,9,14,8,3,6,10,5,7,13,12,16,9,19,14,17,30,16,10,8,31,20,21,17,15,22,17,13,17,6,9,1,16,10,15,14,18,12,27,17,14,28,22,21,19,22,16,21,19,22,21,14,22,17,13,19,17,18,19,16,24,21,15,17,16,15,20,17,15,17,17,5,7,9,9,6,2,2,5,3
S02001284,29,36,30,30,25,19,21,29,19,22,22,18,24,20,13,12,21,17,14,18,7,6,14,15,11,18,23,33,28,41,43,33,51,25,34,35,37,43,29,28,14,22,34,24,26,35,38,21,22,30,16,18,29,21,20,24,23,22,26,25,24,17,17,18,26,24,19,19,19,17,16,18,11,11,10,11,11,14,11,5,7,6,2,10,5,0,2,1,3,2,3,37,26,38,28,31,20,20,24,19,18,24,23,27,15,19,21,19,19,8,14,10,10,11,25,18,34,22,45,28,35,38,36,43,53,44,38,29,39,43,18,30,22,12,28,31,23,19,19,35,22,16,24,24,23,22,22,20,30,18,28,22,23,20,22,16,16,16,18,12,20,22,18,15,7,10,10,8,13,7,8,11,6,8,2,5,7,4,2,6,2,10
S02001285,8,7,12,5,13,8,7,10,15,17,14,15,18,12,12,16,9,22,19,17,21,17,14,14,16,13,19,9,10,19,13,23,15,12,13,13,13,15,12,8,12,13,20,15,19,27,19,33,11,24,26,23,20,21,25,26,20,19,26,25,32,23,26,19,28,23,17,24,32,26,36,31,23,20,19,13,18,19,12,14,17,7,14,8,8,3,5,6,6,4,15,6,6,11,14,6,11,8,16,12,10,10,11,17,14,14,16,10,13,9,8,10,9,18,12,8,9,12,8,8,11,20,16,10,17,10,5,10,8,19,10,19,14,16,16,16,18,18,25,24,34,39,19,24,22,24,28,29,21,27,24,31,24,29,23,23,21,33,18,13,33,22,24,18,28,22,20,18,20,14,12,13,13,13,15,13,5,12,16,10,4,27
S02001286,21,28,24,26,28,31,41,31,39,46,39,37,36,38,48,26,34,37,33,24,23,13,35,29,30,16,14,24,16,16,25,19,23,27,32,43,11,22,32,35,38,35,28,28,33,38,44,37,43,34,40,40,39,36,43,38,37,43,42,46,49,38,33,49,36,42,31,36,32,43,47,54,23,22,28,19,17,21,14,13,17,9,14,11,9,7,4,6,4,3,12,21,18,23,28,29,14,19,40,26,37,32,33,39,36,37,31,25,27,22,24,11,10,15,12,26,18,25,23,21,15,25,16,28,28,23,23,27,32,37,34,35,38,26,32,40,44,51,48,40,45,29,36,47,54,34,40,41,43,42,46,39,43,44,45,38,33,33,39,38,32,35,42,33,27,28,26,25,19,18,19,19,16,19,16,11,9,9,10,9,11,38
S02001287,24,33,39,30,27,28,38,30,25,37,23,25,38,27,32,29,14,28,27,30,17,15,5,23,20,18,15,22,31,18,18,22,26,26,27,28,17,38,24,21,31,32,18,31,33,34,40,39,29,39,25,33,34,37,35,33,37,20,28,30,37,22,31,21,27,23,21,26,25,32,19,21,22,16,21,23,10,11,13,14,10,4,10,12,9,11,8,5,2,6,19,23,27,38,30,24,28,18,28,29,20,18,32,23,27,24,21,24,24,21,10,14,17,13,16,15,16,20,17,18,20,24,25,30,41,33,44,36,39,19,31,30,23,36,28,41,44,28,29,29,32,27,36,37,30,36,33,32,35,16,27,25,33,33,27,24,27,34,19,23,23,27,34,16,22,24,11,24,22,17,19,10,8,13,12,8,18,6,9,4,11,34
S02001288,23,16,15,23,30,17,30,24,39,21,39,29,43,28,34,20,29,29,35,14,14,19,17,14,11,11,16,14,18,16,16,17,19,22,15,21,22,31,19,31,19,23,29,24,37,35,37,30,23,36,26,28,39,31,38,26,29,33,30,30,26,36,24,26,29,29,25,23,23,27,25,39,32,21,22,11,11,17,9,13,9,7,10,7,4,6,0,1,3,0,10,17,27,31,23,31,27,25,27,27,21,18,14,26,28,30,26,27,29,14,26,9,10,21,8,12,6,10,36,14,15,17,23,19,19,24,26,41,31,28,35,30,32,26,20,38,33,39,32,32,37,36,23,25,36,36,31,21,32,31,32,40,34,24,29,24,28,16,26,16,30,25,34,20,15,15,16,19,13,10,11,8,18,6,6,9,7,6,3,1,2,11
S02001289,22,37,40,41,38,40,26,34,59,40,43,35,41,24,33,40,31,25,28,30,33,20,39,29,30,30,27,17,31,22,21,27,24,21,38,41,38,37,47,43,38,42,51,50,33,48,36,51,59,56,34,35,41,48,48,48,59,41,50,39,37,41,32,45,22,24,30,28,31,22,29,37,24,18,10,20,14,15,14,14,7,9,12,10,5,5,3,7,2,2,12,34,33,30,42,37,47,40,42,46,47,47,49,40,50,49,31,34,31,35,11,18,16,25,29,23,15,22,22,33,35,17,35,48,32,43,45,34,38,33,38,48,37,49,41,44,55,40,49,39,52,47,55,60,40,36,51,37,46,31,28,38,29,36,34,29,34,36,26,26,26,32,42,17,18,27,20,12,26,16,8,12,10,7,5,7,13,8,2,14,4,22
S02001290,33,31,35,40,30,29,36,23,34,29,37,26,33,31,32,36,17,32,24,24,16,12,21,21,27,22,9,3,21,11,23,31,19,41,29,36,28,40,27,33,26,32,32,34,36,57,34,35,27,43,34,43,45,52,29,42,44,40,33,37,31,21,16,24,30,25,22,25,19,29,20,21,6,12,11,10,10,14,8,12,8,13,7,5,5,4,1,2,2,3,7,38,25,36,30,37,31,43,23,32,32,28,25,25,28,20,27,30,22,21,10,20,16,13,12,19,8,16,11,40,31,31,22,27,33,28,44,49,51,38,34,37,33,31,32,34,31,40,48,33,34,35,42,34,42,44,42,32,29,35,29,30,22,21,26,20,27,26,19,12,18,16,23,13,18,12,9,9,9,16,8,10,6,9,2,3,9,1,3,1,3,9
S02001291,22,27,24,21,30,34,29,19,37,38,51,25,38,27,43,30,27,33,16,24,32,32,24,24,28,20,27,24,42,24,21,26,36,28,18,32,36,29,27,31,41,29,25,34,52,33,41,26,37,31,29,47,38,29,59,32,35,48,43,19,41,40,33,37,34,37,27,26,25,29,26,29,24,17,25,13,15,19,32,20,11,11,13,12,10,6,4,5,5,5,22,27,18,27,28,23,25,31,31,29,28,25,32,21,36,24,25,30,23,22,23,20,32,27,29,18,24,25,17,22,26,28,36,29,31,32,49,45,38,22,33,36,23,30,28,40,46,53,36,36,34,40,48,28,63,42,47,55,42,42,37,36,38,26,29,45,35,20,30,31,29,34,37,26,36,28,26,27,20,32,27,18,14,19,13,19,16,13,12,12,11,44
S02001292,20,23,27,25,18,23,17,27,26,36,25,48,45,40,43,35,34,34,29,32,30,28,26,32,35,30,29,30,21,29,35,22,25,31,27,46,37,38,38,29,27,23,43,32,30,40,51,45,47,39,35,54,21,48,53,55,63,42,31,52,44,47,38,34,33,31,32,35,32,30,40,33,27,20,34,23,24,26,17,17,17,15,14,10,8,11,11,9,9,5,14,22,23,19,18,30,25,22,26,31,26,25,22,28,35,38,31,26,23,28,24,27,26,19,35,37,37,28,17,13,26,43,19,23,39,26,18,26,34,30,32,43,26,30,40,43,37,48,52,49,45,46,49,56,53,60,68,49,60,42,30,39,34,43,28,28,29,26,30,39,36,59,54,38,27,23,23,20,31,25,28,20,26,25,20,10,21,13,13,8,5,49
S02001293,14,18,11,16,14,11,14,14,30,14,18,23,19,27,18,24,16,21,23,17,19,13,15,17,14,19,22,18,8,15,22,11,15,13,28,8,16,19,19,13,36,18,21,33,30,22,16,16,25,36,16,19,18,18,16,24,19,17,21,11,22,13,13,20,18,13,14,25,16,18,18,15,8,14,16,11,14,9,12,9,9,3,7,4,3,5,2,2,1,4,5,9,19,12,11,12,16,19,17,22,17,17,15,21,24,14,22,19,11,13,15,13,12,9,13,9,6,22,16,5,12,10,19,11,10,16,24,22,10,14,23,31,14,14,26,14,25,29,18,26,31,23,19,25,31,25,33,26,19,20,18,17,17,25,15,21,16,10,26,14,25,26,16,16,6,13,9,18,8,10,5,8,5,7,7,8,3,5,6,6,4,6
S02001294,13,19,20,25,16,17,22,29,24,20,22,21,23,17,18,19,27,18,18,20,21,27,24,31,42,40,28,30,42,42,24,25,25,29,22,18,20,34,26,24,23,15,27,25,13,30,24,35,39,26,31,34,39,47,42,35,38,47,32,31,46,30,32,30,42,24,19,23,26,15,22,26,22,20,13,16,18,17,10,13,8,8,9,5,3,8,10,5,2,1,8,17,28,13,21,23,23,14,23,21,15,18,25,14,21,17,20,21,15,18,31,17,28,21,26,26,28,25,24,25,11,20,24,28,15,26,23,30,32,25,29,18,13,20,24,25,24,36,34,32,36,35,43,37,47,52,52,48,41,30,36,36,38,31,20,27,22,26,19,27,20,24,30,25,21,18,15,10,22,13,12,17,6,19,10,8,11,11,10,4,2,13
S02001295,57,51,71,59,55,50,59,51,56,53,43,39,34,46,40,25,24,34,41,32,40,34,29,25,34,22,20,54,27,31,39,49,37,48,61,61,60,54,56,62,51,55,52,44,35,36,47,29,40,33,41,36,45,36,35,40,29,38,26,35,33,35,34,20,23,5,30,17,26,24,19,24,12,12,17,19,10,12,11,5,13,8,6,2,4,5,2,5,3,2,3,49,39,43,59,48,48,55,59,45,45,29,26,37,37,29,39,32,30,24,26,22,23,25,32,23,33,28,32,32,41,68,55,42,59,58,55,57,48,74,70,37,59,53,24,44,28,36,55,40,39,38,41,48,41,35,39,40,30,24,42,27,34,29,33,32,18,17,23,20,18,20,30,13,15,17,12,14,10,8,5,9,6,7,3,8,1,3,8,2,2,10
S02001296,17,26,34,18,36,27,31,32,31,33,41,33,34,35,30,43,31,27,29,29,32,14,29,23,26,14,12,11,18,35,9,20,28,28,30,36,27,31,26,29,18,27,22,27,51,33,42,36,66,35,37,58,60,49,41,44,48,43,36,39,43,42,29,47,30,34,36,17,34,25,41,36,27,19,27,18,16,10,22,13,11,12,8,10,9,5,2,4,2,3,3,23,23,24,21,33,27,31,41,23,38,31,47,46,29,32,31,25,30,17,21,19,14,14,15,25,5,16,14,23,15,29,31,23,40,27,25,33,44,39,26,18,33,43,25,41,54,32,51,33,43,55,53,54,32,50,44,48,55,39,41,31,43,34,37,33,27,33,38,33,29,31,38,24,24,24,23,11,14,12,9,14,10,9,12,8,10,7,3,6,2,14
S02001297,26,27,13,31,40,22,39,30,29,33,33,22,25,15,23,18,23,23,24,14,17,18,14,22,31,16,23,14,24,24,23,27,31,29,23,24,26,32,33,31,25,17,26,37,26,40,32,41,31,22,31,38,34,21,34,28,27,17,25,30,37,22,14,22,32,16,18,18,20,30,25,20,16,9,18,13,15,9,7,16,12,6,4,5,7,8,6,5,2,4,11,22,28,21,29,23,29,27,26,36,34,32,38,18,29,32,24,19,24,16,15,18,19,17,23,15,20,23,14,19,19,22,17,26,25,30,27,29,31,36,36,29,43,18,25,19,23,41,31,23,45,28,30,31,31,26,29,31,28,27,25,25,34,21,25,22,23,27,21,32,25,28,25,23,12,17,19,19,13,15,14,16,11,13,11,14,3,7,12,10,8,31
S02001298,9,10,8,12,8,7,16,23,9,8,21,13,13,9,14,31,15,28,16,9,18,6,12,11,13,13,18,14,19,19,2,7,14,21,10,19,20,13,17,16,8,23,22,17,12,13,13,21,25,18,26,20,21,19,16,15,23,24,20,28,20,17,32,25,26,19,34,12,14,25,28,29,20,12,19,11,10,13,17,16,17,9,12,7,13,4,4,2,6,3,10,9,13,15,19,11,12,14,16,18,23,16,11,17,16,15,15,20,15,13,3,10,8,1,16,11,17,10,3,14,13,14,11,19,11,13,19,9,11,14,10,17,17,16,14,19,19,25,29,25,24,14,22,24,25,27,17,24,22,26,17,19,21,32,26,30,22,31,21,21,15,15,20,23,22,19,16,16,20,14,18,12,16,14,10,12,11,11,7,11,6,22
S02001299,15,29,15,25,27,24,21,22,29,26,27,42,24,29,27,28,22,30,30,19,15,23,17,21,19,25,13,25,12,16,8,20,20,11,28,15,24,17,14,21,23,26,25,23,39,26,31,33,29,26,35,34,38,39,30,41,28,27,33,37,30,29,23,33,21,37,31,29,22,23,14,35,15,20,28,18,18,14,22,18,7,8,13,17,8,12,11,8,7,5,17,17,23,17,25,24,23,19,25,35,25,24,20,39,30,19,18,15,28,25,20,17,10,17,13,16,18,12,16,13,24,13,19,19,18,24,24,25,22,30,30,32,22,18,28,27,46,34,35,38,44,26,31,32,38,37,41,27,35,28,24,28,27,27,20,31,26,22,20,21,27,19,21,27,26,19,26,26,16,24,14,11,33,19,23,16,12,15,15,10,10,70
S02001300,19,12,16,13,11,20,14,24,27,33,20,24,31,20,7,12,33,26,19,15,16,32,19,19,19,16,16,15,11,23,18,5,15,14,18,17,26,17,27,26,14,26,15,23,24,26,45,30,44,45,34,38,34,41,48,47,35,41,33,28,25,32,40,36,36,30,19,35,31,23,28,33,16,15,16,23,19,11,14,12,19,11,17,12,12,6,4,4,5,7,19,21,14,19,21,21,17,23,20,23,31,19,24,22,20,22,20,20,14,22,28,12,16,12,10,16,11,15,17,11,15,19,22,20,23,25,19,15,19,25,32,23,12,24,35,26,44,25,36,32,27,30,38,43,29,32,29,34,39,30,26,25,27,40,20,28,23,30,19,25,22,26,29,32,20,15,17,21,21,14,11,9,10,7,17,11,10,11,9,5,9,26
S02001301,48,39,51,44,30,33,30,57,42,57,43,46,40,36,38,46,40,21,38,28,22,20,26,38,33,17,18,23,23,19,32,35,33,31,37,30,42,40,41,40,34,40,41,48,55,52,45,52,46,47,55,39,59,68,59,51,52,44,42,40,53,28,39,33,34,38,38,44,31,37,44,39,36,26,19,32,28,15,17,12,16,17,25,10,10,6,9,11,5,3,15,32,25,46,27,40,31,26,45,32,36,45,42,30,45,50,40,31,35,24,18,24,21,21,31,27,37,21,30,29,24,35,35,40,35,38,53,34,32,39,32,43,45,52,48,38,44,61,63,42,52,65,56,68,55,47,51,61,41,27,40,48,33,40,33,46,45,39,35,34,34,37,44,31,23,25,29,33,11,18,18,19,17,20,10,13,8,15,10,7,10,27
S02001302,16,16,14,14,15,21,26,13,18,16,16,27,26,32,25,17,20,24,27,22,28,27,20,16,21,22,21,18,14,19,18,20,25,19,12,17,27,12,22,19,21,22,18,17,30,17,35,25,17,24,20,17,22,29,30,17,28,24,28,16,21,20,25,24,31,24,23,32,29,18,22,26,20,17,9,18,8,7,20,12,9,1,10,5,6,5,3,4,5,4,16,12,14,17,14,25,14,13,22,26,25,21,25,11,30,18,23,21,20,15,11,19,16,14,24,16,12,16,9,12,25,30,13,15,11,20,22,20,34,27,22,22,17,31,24,29,22,22,27,27,32,22,27,18,26,26,18,27,32,29,25,28,23,22,34,28,37,22,27,24,30,22,26,14,11,12,13,22,10,15,14,9,10,13,13,8,2,3,5,1,5,11
S02001303,28,27,30,34,22,24,25,29,28,27,28,23,29,21,25,22,23,23,36,29,22,26,46,34,27,30,40,37,33,33,40,49,37,32,27,28,33,26,33,30,36,40,32,34,35,43,28,47,37,31,37,41,57,30,43,39,38,41,45,35,41,32,43,52,29,29,38,26,39,37,25,39,26,34,31,23,20,13,20,20,17,13,12,24,9,10,5,11,6,3,17,20,15,23,29,30,27,26,24,31,23,31,28,22,27,24,18,22,22,15,21,17,19,37,23,22,41,30,19,31,39,43,35,30,35,25,29,31,27,28,32,23,37,33,29,34,35,46,48,38,33,34,52,47,37,45,49,41,34,34,44,50,35,44,30,43,30,37,31,41,38,34,34,24,43,19,32,32,28,31,19,26,21,20,14,15,12,13,12,8,5,16
